IHS_URL,IHS_UserAgent,IHS_ReferrerURL,count
/webapp/wcs/stores/servlet/seo/en/marksandspencer/null,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",EMPTY_REFERRER,113
/webapp/wcs/stores/servlet/seo/en/marksandspencer/mns-removed-addon-notification-display.html,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36",EMPTY_REFERRER,110
/webapp/wcs/stores/servlet/seo/en/marksandspencer/www.marksandspencer.eu/en_BE,Mozilla/4.0 (compatible; MSIE8.0; Windows NT 6.0) .NET CLR 2.0.50727),EMPTY_REFERRER,108
/webapp/wcs/stores/servlet/seo/en/marksandspencer/www.marksandspencer.eu/en_AT,Mozilla/4.0 (compatible; MSIE8.0; Windows NT 6.0) .NET CLR 2.0.50727),EMPTY_REFERRER,108
/webapp/wcs/stores/servlet/seo/en/marksandspencer/recommendationCarouselTpl.html,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36",EMPTY_REFERRER,108
/.well-known/dnt-policy.txt,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",EMPTY_REFERRER,106
/webapp/wcs/stores/servlet/cgi/json-req,"Mozilla/5.0 (iPad; CPU OS 9_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13C75 Safari/601.1",\http://www.marksandspencer.com/0000012803/gui/,105
/webapp/wcs/stores/servlet/seo/en/marksandspencer/mns-notification-panel.html,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36",EMPTY_REFERRER,104
/webapp/wcs/stores/servlet/seo/en/marksandspencer/undefined,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",EMPTY_REFERRER,103
/webapp/wcs/stores/servlet/seo/en/marksandspencer/c/kids/&,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:41.0) Gecko/20100101 Firefox/41.0,EMPTY_REFERRER,102
/webapp/wcs/stores/servlet/MSAutoSuggest,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",EMPTY_REFERRER,102
/88.0/res/loyalty/scripts/packages/page/buser/checkout/north-signup.package.js,"Mozilla/5.0 (iPad; CPU OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143",EMPTY_REFERRER,98
/85.8/res/node_modules/angular-cookie/angular-cookie.js,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,92
/webapp/wcs/stores/servlet/seo/en/marksandspencer/www.marksandspencer.eu/en_DE,Mozilla/4.0 (compatible; MSIE8.0; Windows NT 6.0) .NET CLR 2.0.50727),EMPTY_REFERRER,91
/webapp/wcs/stores/servlet/MSAutoSuggest,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,90
/webapp/wcs/stores/servlet/seo/en/marksandspencer/path,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/0.1.0 MCP/0.1.0",EMPTY_REFERRER,89
/webapp/wcs/stores/servlet/seo/en/marksandspencer/undefined,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0,EMPTY_REFERRER,88
/webapp/wcs/stores/servlet/seo/en/marksandspencer/carousel.html,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36",EMPTY_REFERRER,88
/webapp/wcs/stores/servlet/MSAutoSuggest,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,87
/85.8/res/node_modules/angular-load/angular-load.js,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,87
/webapp/wcs/stores/servlet/seo/en/marksandspencer/c/MSSavedBasketItemDeleteCmd,"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1",EMPTY_REFERRER,84
/85.8/res/node_modules/angular-resource/angular-resource.js,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,84
/85.8/res/node_modules/angular/angular.js,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,83
/85.8/res/node_modules/angular-animate/angular-animate.js,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,83
/webapp/wcs/stores/servlet/,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,82
/88.0/res/loyalty/scripts/packages/page/buser/checkout/north-signup.package.js,"Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H321",EMPTY_REFERRER,82
/webapp/wcs/stores/servlet/seo/en/marksandspencer/msstorefinderglobalbaseview,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",EMPTY_REFERRER,81
/webapp/wcs/stores/servlet/seo/en/marksandspencer/l/kids/collections-and-trends/halloween,AdsBot-Google (+http://www.google.com/adsbot.html),EMPTY_REFERRER,81
/webapp/wcs/stores/servlet/seo/en/marksandspencer/mns-quantity-display.html,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36",EMPTY_REFERRER,79
/webapp/wcs/stores/servlet/seo/en/marksandspencer/mns-checkout-button.html,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36",EMPTY_REFERRER,78
/webapp/wcs/stores/servlet/seo/en/marksandspencer/l/homeandfurniture/sofasandarmchairs/armchairs/chaise-longues-n-cfrzr,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko; Google Page Speed Insights) Chrome/27.0.1453 Safari/537.36",EMPTY_REFERRER,78
/webapp/wcs/stores/servlet/seo/en/marksandspencer/int-asset1.cxnmarksandspencer.com/85.8/images/global/logo/apple-touch-icon.png,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),EMPTY_REFERRER,77
/85.8/res/node_modules/angular-ui-router/release/angular-ui-router.js,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,77
/webapp/wcs/stores/servlet/seo/en/marksandspencer/www.marksandspencer.eu/en_BE,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),EMPTY_REFERRER,76
/85.8/res/node_modules/angular-sanitize/angular-sanitize.js,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,76
/webapp/wcs/stores/servlet/seo/en/marksandspencer/mns-services-display.html,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36",EMPTY_REFERRER,75
/webapp/wcs/stores/servlet/seo/en/marksandspencer/www.marksandspencer.eu/en_AT,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),EMPTY_REFERRER,74
/webapp/wcs/stores/servlet/seo/en/marksandspencer/Summer2016,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13 CovarioCSE/4.0.0,\-,74
/webapp/wcs/stores/servlet/seo/en/marksandspencer/addRemovePromoDirective.html,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36",EMPTY_REFERRER,71
/webapp/wcs/stores/servlet/seo/en/marksandspencer/www.marksandspencer.fr/en_FR,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),EMPTY_REFERRER,70
/webapp/wcs/stores/servlet/seo/en/marksandspencer/undefined,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0,EMPTY_REFERRER,70
/webapp/wcs/stores/servlet/seo/en/marksandspencer/carousel.html,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,70
/88.0/res/loyalty/scripts/packages/page/buser/checkout/north-signup.package.js,"Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F69",EMPTY_REFERRER,70
/.well-known/dnt-policy.txt,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",EMPTY_REFERRER,70
/webapp/wcs/stores/servlet/seo/en/marksandspencer/httpswww.marksandspencer.comMSResUserRegistrationlangId-24&storeId10151&isHeaderRegY,Mozilla/5.0 (compatible; Dataprovider/6.92; +https://www.dataprovider.com/),EMPTY_REFERRER,67
/webapp/wcs/stores/servlet/seo/en/marksandspencer/https,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.109 Safari/537.36",EMPTY_REFERRER,66
/webapp/wcs/stores/servlet/seo/en/marksandspencer/https,Mozilla/5.0 (Windows NT 6.1; rv:44.0) Gecko/20100101 Firefox/44.0,EMPTY_REFERRER,66
/webapp/wcs/stores/servlet/seo/en/marksandspencer/mns-remove-promo.html,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36",EMPTY_REFERRER,65
/webapp/wcs/stores/servlet/MSAutoSuggest,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",EMPTY_REFERRER,65
/webapp/wcs/stores/servlet/seo/en/marksandspencer/logoff,Domain Re-Animator Bot (http://domainreanimator.com) - support@domainreanimator.com,EMPTY_REFERRER,64
/webapp/wcs/stores/servlet/MSCSStoreConsignmentProcessCmd,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,EMPTY_REFERRER,64
/webapp/wcs/stores/servlet/cgi/json-req,"Mozilla/5.0 (iPad; CPU OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1",\http://www.marksandspencer.com/0000012803/gui/?item=l/offers/sale/womens?facetOpen=true&cachedFilters=FID_4294964032+FID_4294964420+96+0+100+0+100&priceMin=0&priceMax=100&currentPriceMin=0&currentPriceMax=100&lastSelectedSize=&resultsPerPage=96&display=model&sortBy=product_best_selling%7C1&pageChoice=3&selectedAccordions=checkbox-10%7Ccheckbox-2000%7Ccheckbox-38,63
/webapp/wcs/stores/servlet/seo/en/marksandspencer/https,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0,EMPTY_REFERRER,62
/webapp/wcs/stores/servlet/seo/en/marksandspencer/mns-modal.html,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.132 Safari/537.36",EMPTY_REFERRER,61
/webapp/wcs/stores/servlet/seo/en/marksandspencer/marksandspencer,Mediapartners-Google,\-,61
/webapp/wcs/stores/servlet/seo/en/marksandspencer/undefined,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.130 Safari/537.36",EMPTY_REFERRER,60
/webapp/wcs/stores/servlet/seo/en/marksandspencer/c/style-and-living/editors-pick,Mozilla/5.0 (X11; Linux x86_64;  rv:2.0.1) Gecko/20100101 Firefox/4.0.1,EMPTY_REFERRER,60
/webapp/wcs/stores/servlet/seo/en/marksandspencer/c/offers/&,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:41.0) Gecko/20100101 Firefox/41.0,EMPTY_REFERRER,60
/webapp/wcs/stores/servlet/seo/en/marksandspencer/c/flowers-and-gifts/&,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:41.0) Gecko/20100101 Firefox/41.0,EMPTY_REFERRER,60
/webapp/wcs/stores/servlet/MSLogoff,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",EMPTY_REFERRER,60
/webapp/wcs/stores/servlet/LogonForm,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",EMPTY_REFERRER,60
/webapp/wcs/stores/servlet/seo/en/marksandspencer/www.marksandspencer.eu/en_DE,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),EMPTY_REFERRER,58
/webapp/wcs/stores/servlet/:5054,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",EMPTY_REFERRER,58
/apple-touch-icon76x76.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/0.1.0 MCP/0.1.0",EMPTY_REFERRER,58
/apple-touch-icon152x152.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/0.1.0 MCP/0.1.0",EMPTY_REFERRER,58
/apple-touch-icon120x120.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/0.1.0 MCP/0.1.0",EMPTY_REFERRER,58
/85.8/res/node_modules/angular-resource/angular-resource.js,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1",EMPTY_REFERRER,58
/85.8/res/node_modules/angular-animate/angular-animate.js,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",EMPTY_REFERRER,58
/webapp/wcs/stores/servlet/seo/en/marksandspencer/www.marksandspencer.eu/en_LU,Mozilla/4.0 (compatible; MSIE8.0; Windows NT 6.0) .NET CLR 2.0.50727),EMPTY_REFERRER,57
/85.8/res/node_modules/angular-cookie/angular-cookie.js,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",EMPTY_REFERRER,57
/webapp/wcs/stores/servlet/AjaxOrderItemAddCmd,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",EMPTY_REFERRER,55
/85.8/res/node_modules/angular-load/angular-load.js,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",EMPTY_REFERRER,55
